"summons_number","plate_id","registration_state","plate_type","issue_date","violation_code","vehicle_body_type","vehicle_make","issuing_agency","street_code1","street_code2","street_code3","vehicle_expiration_date","violation_location","violation_precinct","issuer_precinct","issuer_code","issuer_command","issuer_squad","violation_time","time_first_observed","violation_county","violation_in_front_of_or_opposite","house_number","street_name","intersecting_street","date_first_observed","law_section","sub_division","violation_legal_code","days_parking_in_effect","from_hours_in_effect","to_hours_in_effect","vehicle_color","unregistered_vehicle","vehicle_year","meter_number","feet_from_curb","violation_post_code","violation_description","no_standing_or_stopping_violation","hydrant_violation","double_parking_violation"
"1478530418","KPV7686","NY","PAS","2022-06-21T00:00:00.000","14","SUBN","TOYOT","C","23880","24980","23800","20230702.0","0045","45","0","108018","COOP","0000","0313A",,"BX","F","11A","DEBS PL",,"0","408","C",,"BBBBBBB","ALL","ALL","BLU","0","2010","-","0",,,,,
"1478530431","KVF5293","NY","PAS","2022-07-04T00:00:00.000","14","SDN","NISSA","C","23880","24980","23800","20240201.0","0045","45","0","108018","COOP","0000","0159A",,"BX","F","140","DEBS PL",,"0","408","C",,"BBBBBBB","ALL","ALL","GRY","0","2020","-","0",,,,,
"1478530443","JBN6995","NY","PAS","2022-06-26T00:00:00.000","98","SDN","ACURA","C","9600","21125","7730","20221125.0","0045","45","0","109971","CCPD","0000","0515A",,"BX","F","140","ASCH LOOP",,"0","408","C",,"BBBBBBB","ALL","ALL","BLK","0","2015","-","0",,,,,
"1478530467","KPR2840","NY","PAS","2022-06-26T00:00:00.000","71","SDN","HONDA","C","30430","23800","12550","0.00000000","0045","45","0","109971","CCPD","0000","0122P",,"BX","F","100","ELGAR PLACE",,"0","408","F2",,"BBBBBBB","ALL","ALL","RED","0","2009","-","0",,,,,
"1478530479","KPR2840","NY","PAS","2022-06-26T00:00:00.000","70","SDN","HONDA","C","30430","23800","12550","0.00000000","0045","45","0","109971","CCPD","0000","0122P",,"BX","F","100","ELGAR PLACE",,"0","408","J6",,"BBBBBBB","ALL","ALL","RED","0","2009","-","0",,,,,
"1478530480","KPR2840","NY","PAS","2022-06-26T00:00:00.000","74","SDN","HONDA","C","30430","23800","12550","0.00000000","0045","45","0","109971","CCPD","0000","0122P",,"BX","F","100","ELGAR PLACE",,"0","408","J3",,"BBBBBBB","ALL","ALL","RED","0","2009","-","0",,,,,
"1478530730","JMK8357","NY","PAS","2022-06-30T00:00:00.000","67","SDN","VOLKS","C","18400","18340","23800","20240102.0","0045","45","0","109982","CCPD","0000","0920P",,"BX","F","120","CASALS PL",,"0","408","E2",,"BBBBBBB","ALL","ALL","RED","0","2008","-","0",,,,,
"1478530741","HSM2802","NY","PAS","2022-06-21T00:00:00.000","14","SUBN","KIA","C","30430","12550","30370","20230611.0","0045","45","0","109966","CCPD","0000","0211A",,"BX","F","120","ELGAR PLACE",,"0","408","F2",,"BBBBBBB","ALL","ALL","GY","0","2018","-","0",,,,,
"1478530753","KLT4884","NY","PAS","2022-06-19T00:00:00.000","40","P-U","NISSA","C","0","40404","40404","20230513.0","0045","45","0","109966","CCPD","0000","0212A",,"BX","F","4160","HUTCHINSON RIVER PWK",,"0","408","C",,"BBBBBBB","ALL","ALL","RED","0","1995","-","0",,,,,
"1478530765","KXS2929","NY","PAS","2022-06-20T00:00:00.000","40","SUBN","MAZDA","C","30430","12550","30370","20220711.0","0045","45","0","109966","CCPD","0000","0148A",,,"O","140","ELGAR PL",,"0","408","E2",,"BBBBBBB","ALL","ALL","BLK","0","2019","-","0",,,,,
"1478530777","KNF6409","NY","PAS","2022-06-21T00:00:00.000","40","SDN","BMW","C","30430","23800","12550","20230608.0","0045","45","0","109966","CCPD","0000","0104A",,"BX","F","100","ELGAR PL",,"0","408","E2",,"BBBBBBB","ALL","ALL","BLK","0","2017","-","0",,,,,
"1478531009","H86NPK","NJ","PAS","2022-06-02T00:00:00.000","40","SDN","BMW","C","12600","12425","23800","0.00000000","0045","45","0","100309","COOP","0000","0559A",,"BX","O","100","BENCHLEY PL",,"0","408","E2",,"BBBBBBB","ALL","ALL","GRY","0","0","-","0",,,,,
"1478531060","KXC7719","NY","PAS","2022-06-01T00:00:00.000","19","SUBN","JEEP","C","30370","12550","30430","20220709.0","0045","45","0","109752","CCPD","0000","0722P",,"BX","F","141","EINSTEIN LOOP",,"0","408","E2",,"BBBBBBB","ALL","ALL","BLK","0","2019","-","0",,,,,
"1478531095","HXH7499","NY","PAS","2022-06-08T00:00:00.000","70","SDN","HONDA","C","23880","24980","23800","20220402.0","0045","45","0","109752","CCPD","0000","1101P",,"BX","F","140","DEBS PL",,"0","408","F1",,"BBBBBBB","ALL","ALL","GY","0","2008","-","0",,,,,
"1478531101","HXH7499","NY","PAS","2022-06-08T00:00:00.000","71","SDN","HONDA","C","23880","24980","23800","20220402.0","0045","45","0","109752","CCPD","0000","1102P",,"BX","F","140","DEBS PL",,"0","408","J3",,"BBBBBBB","ALL","ALL","GY","0","2008","-","0",,,,,
"1478531137","LPW1758","PA","PAS","2022-06-18T00:00:00.000","46","SDN","BMW","C","31400","30370","12550","0.00000000","0045","45","0","109752","CCPD","0000","0204P",,"BX","F","100","ERDMAN PL",,"0","408","E2",,"BBBBBBB","ALL","ALL","BLU","0","0","-","0",,,,,
"1478531162","JGH3960","NY","PAS","2022-06-22T00:00:00.000","20","SDN","HONDA","C","23880","23800","0","20230217.0","0045","45","0","109752","CCPD","0000","0614P",,"BX","F","18A","DEBS PL","CUL DE SAC","0","408","D",,"BBBBBBB","ALL","ALL","WHT","0","2018","-","0",,,,,
"1478531186","KNX5158","NY","OMS","2022-06-22T00:00:00.000","14",,"DODGE","C","23880","23800","0","20230930.0","0045","45","0","109752","CCPD","0000","0620P",,"BX","F","17A","DEBS PL","CUL DE SAC","0","408","D",,"BBBBBBB","ALL","ALL","RED","0","2022","-","0",,,,,
"1478531198","KSJ1604","NY","PAS","2022-06-22T00:00:00.000","14","SDN","ME/BE","C","23880","23800","0","20230912.0","0045","45","0","109752","CCPD","0000","0624P",,"BX","F","140","DEBS PL","CUL DE SAC","0","408","C",,"BBBBBBB","ALL","ALL","BLK","0","2018","-","0",,,,,
"1478531204","KFD7376","NY","PAS","2022-06-22T00:00:00.000","14","SDN","ACURA","C","23880","23800","0","20220729.0","0045","45","0","109752","CCPD","0000","0618P",,"BX","F","140","DEBS PL","CUL DE SAC","0","408","C",,"BBBBBBB","ALL","ALL","BLK","0","2014","-","0",,,,,
"1478531228","KNB6689","NY","PAS","2022-06-30T00:00:00.000","40","SUBN","FORD","C","0","40404","40404","20230707.0","0045","45","0","109752","CCPD","0000","0847P",,"BX","F","4180","HUTCHINSON R PKWAY",,"0","408","E2",,"BBBBBBB","ALL","ALL","SIL","0","2018","-","0",,,,,
"1478531230","KEH4101","NY","PAS","2022-07-01T00:00:00.000","14","SDN","ME/BE","C","18400","18340","23800","20220820.0","0045","45","0","109752","CCPD","0000","0643P",,"BX","F","140","CASALS PL",,"0","408","F7",,"BBBBBBB","ALL","ALL","BLK","0","2016","-","0",,,,,
"1478531472","KF5293","NY","PAS","2022-06-21T00:00:00.000","14",,"NISSA","C","23880","24980","23800","20220629.0","0045","45","0","100309","COOP","0000","0209A",,,"F","140","DEBS PL",,"0","408","C",,"BBBBBBB","ALL","ALL","GRY","0","2020","-","0",,,,,
"1478531599","GOO96K","FL","PAS","2022-06-08T00:00:00.000","14","SUBN","JEEP","C","31400","30370","12550","0.00000000","0045","45","0","100309","COOP","0000","0240A",,"BX","F","100","ERDMAN PL",,"0","408","E2",,"BBBBBBB","ALL","ALL","WHT","0","0","-","0",,,,,
"1478531794","KOJOB","NY","PAS","2022-06-26T00:00:00.000","46","SUBN","BMW","C","30430","12550","30370","20230204.0","0045","45","0","100221","CCPD","0000","0610P",,,"F","120","ELGAR PL",,"0","408","E2",,"BBBBBBB","ALL","ALL","BLK","0","2018","-","0",,,,,
"1478531848","KLC4636","NY","PAS","2022-06-16T00:00:00.000","46","SDN","ACURA","C","0","0","0","20230404.0","0045","45","0","100213","CCPD","0000","0840P",,"BX","O","100","DCKRUIF PL",,"0","408","C",,"BBBBBBB","ALL","ALL","BLK","0","2021","-","0",,,,,
"1478531850","KLC4636","NY","PAS","2022-06-17T00:00:00.000","46","SDN","ACURA","C","0","0","0","20230404.0","0045","45","0","100213","CCPD","0000","0530P",,"BX","O","100","DCKRUIF PL",,"0","408","F1",,"BBBBBBB","ALL","ALL","BLK","0","2021","-","0",,,,,
"1478531885","JLF3913","NY","PAS","2022-06-18T00:00:00.000","27","SUBN","ROVER","C","11140","9600","21125","20220711.0","0045","45","0","100213","CCPD","0000","0600P",,"BX","F","2045","BARTOW AVE",,"0","408","D3",,"BBBBBBB","ALL","ALL","GRY","0","2015","-","0",,,,,
"1478532040","JJA9807","NY","PAS","2022-07-01T00:00:00.000","40","SUBN","JEEP","C","0","40404","40404","20130625.0","0045","45","0","100309","COOP","0000","0119A",,"BX","O","135","EINSTEIN LP",,"0","408","C",,"BBBBBBB","ALL","ALL","WH","0","2019","-","0",,,,,
"1478532051","KKX3584","NY","PAS","2022-07-04T00:00:00.000","19","SDN","HYUND","C","24050","24980","23800","20230308.0","0045","45","0","100309","COOP","0000","0249A",,"BX","O","140","DE KRUIF PL",,"0","408","E2",,"BBBBBBB","ALL","ALL","BLU","0","2020","-","0",,,,,
"1478532075","JHF5032","NY","PAS","2022-07-04T00:00:00.000","46",,"HYUND","C","24050","24980","23800","20231008.0","0045","45","0","100309","COOP","0000","0329A",,"BX","F","100","DE KRUIF PL",,"0","408","C3",,"BBBBBBB","ALL","ALL","BLU","0","2012","-","0",,,,,
"1478532087","G0096K","FL","PAS","2022-07-01T00:00:00.000","14","SUBN","JEEP","C","31400","30370","12550","0.00000000","0045","45","0","100309","COOP","0000","0305A",,"BX","F","100","ERDMAN PL",,"0","408","F1",,"BBBBBBB","ALL","ALL","WH","0","2017","-","0",,,,,
"1478532105","HSD2819","NY","PAS","2022-07-04T00:00:00.000","14","SUBN","ME/BE","C","23880","24980","23800","20230828.0","0045","45","0","100309","COOP","0000","0115A",,"BX","F","140","DEBS PL",,"0","408","C3",,"BBBBBBB","ALL","ALL","BLU","0","2020","-","0",,,,,
"1478532117","JLM2562","PA","PAS","2022-07-05T00:00:00.000","46",,"ACURA","C","30430","12550","30370","0.00000000","0045","45","0","100309","COOP","0000","0245A",,"BX","F","140","ELGAR PL",,"0","408","C",,"BBBBBBB","ALL","ALL","BLU","0","0","-","0",,,,,
"1478532129","G0096K","FL","PAS","2022-07-05T00:00:00.000","14","SUBN","JEEP","C","31400","30370","12550","20211231.0","0045","45","0","100309","COOP","0000","0306A",,"BX","F","100","ERDMAN PL",,"0","408","F1",,"BBBBBBB","ALL","ALL","WHT","0","2017","-","0",,,,,
"1478532130","KEW8063","NY","PAS","2022-07-05T00:00:00.000","19","SDN","TOYOT","C","25545","40404","40404","20221130.0","0045","45","0","100309","COOP","0000","0333A",,"BX","O","99","EARHART LN",,"0","408","C",,"BBBBBBB","ALL","ALL","GRY","0","2008","-","0",,,,,
"1478532142","JDVL66","FL","PAS","2022-07-05T00:00:00.000","40","SDN","INTER","C","23880","24980","23800","20211231.0","0045","45","0","100309","COOP","0000","0605A",,"BX","O","140","DEBS PL",,"0","408","C3",,"BBBBBBB","ALL","ALL","BRN","0","0","-","0",,,,,
"1478532180","G0096K","FL","PAS","2022-06-24T00:00:00.000","14","SUBN","JEEP","C","30430","12550","30370","20211231.0","0045","45","0","100309","COOP","0000","0422A",,"BX","F","120","ELGAR PL",,"0","408","E2",,"BBBBBBB","ALL","ALL","WHT","0","2017","-","0",,,,,
"1478532191","JRS2850","NY","PAS","2022-06-24T00:00:00.000","46","SDN","HONDA","C","31400","30370","12550","20240518.0","0045","45","0","100309","COOP","0000","0355A",,"BX","F","100","ERDMAN PL",,"0","408","C",,"BBBBBBB","ALL","ALL","BLK","0","2021","-","0",,,,,
"1478532208","HER7040","NY","PAS","2022-06-24T00:00:00.000","14","SDN","TOYOT","C","25545","40404","40404","20240322.0","0045","45","0","100309","COOP","0000","0325A",,"BX","O","99","EARHART LN",,"0","408","F1",,"BBBBBBB","ALL","ALL","RED","0","2014","-","0",,,,,
"1478532210","MLUXXURY","NY","PAS","2022-06-24T00:00:00.000","40","SUBN","CA/TR","C","25545","40404","40404","20220831.0","0045","45","0","100309","COOP","0000","0305A",,"BX","O","99","EARHART LN",,"0","408","C",,"BBBBBBB","ALL","ALL","BLK","0","2022","-","0",,,,,
"1478532221","KSJ3686","NY","PAS","2022-06-21T00:00:00.000","14","SUBN","HONDA","C","23880","24980","23800","20220625.0","0045","45","0","100309","COOP","0000","0258A",,"BX","F","10A","DEBS PL",,"0","408","E2",,"BBBBBBB","ALL","ALL","GRY","0","2018","-","0",,,,,
"1478654077","JPH5477","99","PAS","2022-06-19T00:00:00.000","98","SDN",,"P","7230","10730","10780","20231230.0","0062","62","62","952393","0062","0000","0817A",,"K",,"8303","21 AVE",,"0","408","F1",,"BBBBBBB","ALL","ALL","GY","0","2020","-","0",,,,,
"1478654090","KHE2930","NY","PAS","2022-06-19T00:00:00.000","40","P-U","RAM","P","15980","19030","15780","20221231.0","0062","62","62","952393","0062","0000","1156A",,"K","O","97","BAY 7 ST",,"0","408","F2",,"BBBBBBB","ALL","ALL","WHITE","0","2021","-","0",,,,,
"1478654120","KWT6177","NY","PAS","2022-06-19T00:00:00.000","98","SDN","ACURA","P","16180","10880","19030","20240612.0","0062","62","62","952393","0062","0000","1215P",,"K","F","48","BAY 13 ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","BLK","0","2010","-","0",,,,,
"1478687137","HDN889","UT","PAS","2022-05-11T00:00:00.000","40","SDN","FORD","M","17830","27790","16320","0.00000000","0014","14","968","267107","0968","0000","0442P",,"NY","F","105","E 42ND ST",,"0","408","C4",,"BBBBBBB","ALL","ALL","GRAY","0","0","-","0",,,,,
"1478688580","H10532","NY","PAS","2022-04-01T00:00:00.000","14","SUBN","HONDA","M","27790","19450","19470","20231004.0","0025","25","968","274474","0968","0000","1115A",,"NY","F","1825","PARK AVE",,"0","408","D1",,"BBBBBBB","ALL","ALL","GY","0","2011","-","0",,,,,
"1478689808","KSX5809","99","PAS","2022-06-16T00:00:00.000","17","SUBN","TOYOT","M","17870","25390","32670","20231031.0","0014","14","968","267107","0968","0000","0250P",,"NY","F","49","E 44TH ST",,"0","408","D5",,"BBBBBBB","ALL","ALL","GRY","0","2020","-","0",,,,,
"1478690227","KKA5108","NY","PAS","2022-07-10T00:00:00.000","51","SDN","BMW","M","28265","58590","23940","20230209.0","103","103","968","161722","0968","0000","0915A",,"Q","O","158-11","ARCHER AVE",,"0","408","C3",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,
"1478694786","JKY7800","NY","PAS","2022-06-24T00:00:00.000","20","SUBN","JEEP","M","0","0","0","20231002.0","0025","25","968","274490","0968","0000","0730A",,"NY",,,"C/O 125 ST","PARK AVE","0","408","C3",,"BBBBBBB","ALL","ALL","GREEN","0","0","-","0",,,,,
"1478724869","KTV5018","NY","PAS","2022-06-15T00:00:00.000","14","SDN","NISSA","M","34390","10610","10810","20240112.0","0014","14","968","103624","0968","0000","0957P",,"NY","F","220","WEST 31ST STREET",,"0","408","C3",,"BBBBBBB","ALL","ALL","RED","0","2021","-","0",,,,,
"1478725000","KTD3580","NY","PAS","2022-05-29T00:00:00.000","40","SDN","CHEVR","M","18040","23490","37830","20231205.0","108","108","968","253064","0968","0000","0453A","0453A","Q",,"153-10","89TH AVE",,"0","408","D5",,"BBBBBBB","ALL","ALL","BK","0","2012","-","0",,,,,
"1478725898","GLJ6203","NY","PAS","2022-07-01T00:00:00.000","14",,"HONDA","M","27790","19450","0","20240219.0","0025","25","968","265952","0968","0000","1044A","1044A","NY",,,"PARK AVE","E 125 ST","0","408","E2",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,
"1479404226","KGE9433","NY","PAS","2022-06-23T00:00:00.000","71","SDN","NISSA","P","0","0","0","20221012.0","0063","63","0","355151","BSTE","0000","0202A",,"K",,,"W/S E 59TH ST","S/O GLENWOOD RD","0","408","J6",,"BBBBBBB","ALL","ALL","BLK","0","2011","-","0",,,,,
"1479404317","KRH0756","PA","PAS","2022-06-23T00:00:00.000","21","SDN","LINCO","P","0","0","0","0.00000000","0069","69","0","355151","BSTE","0000","0133A",,"K",,,"W/S E 80 ST","N/O FOSTER AVE","0","408","D1",,"YBBYBBB","1200A","0300A","WH","0","0","-","0",,,,,
"1479405917","KTX9202","NY","PAS","2022-06-23T00:00:00.000","14","SDN","KIA","P","36380","40404","40404","20240303.0","0067","67","0","355147","BSTE","0000","0305A",,"K",,,"E/O E 35 ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","BLUE","0","2014","-","0",,,,,
"1479519996","KKC3044","NY","PAS","2022-06-23T00:00:00.000","21","SUBN","VOLVO","T","0","0","0","20230125.0","0005","5","0","355323","NSTE","0000","1110A",,"NY",,,"S/ MARKET","E MONROE","0","408","K2",,"YBBYBBB","1100A","1230P","GY","0","2004","-","0",,,,,
"1479520007","KYB8376","NY","PAS","2022-06-23T00:00:00.000","21",,"HONDA","T","26390","14310","25890","20240608.0","0005","5","0","355323","NSTE","0000","1127A",,"NY","F","1","MONROE ST",,"0","408","D1",,"YBBYBBB","1100A","1230P","BK","0","2019","-","0",,,,,
"1479590174","KHA8108","NY","PAS","2022-07-01T00:00:00.000","46","SDN","NISSA","P","28830","22330","67047","20230124.0","0060","60","60","955512","0060","0000","0454P",,"K","F","3161","CONEY ISLAND AVE",,"0","408","F1",,"BBBBBBB","ALL","ALL","WHITE","0","2013","-","0",,,,,
"1253021648","LKY7881","PA","PAS","2022-06-14T00:00:00.000","19","SDN","FORD","M","0","0","0","20220731.0","103","103","968","271576","0968","0000","0128P","0127P","Q","F",,"SUPHIN BLVD","E ARCHER AVE","0","408","C",,"BBBBBBB","ALL","ALL","BLUE","0","2010","-","0",,,,,
"1282002934","KHD9344","NY","PAS","2022-06-16T00:00:00.000","14","SDN","VOLKS","X","34570","10810","10910","20230322.0","0014","14","0","52270","PABT","0000","0549P","0530P","NY","O","350","W 40 ST",,"0","408","C",,"BBBBBBB","ALL","ALL","BL","0","2010","-","0",,,,,
"1307574646","JNK5201","NY","PAS","2022-07-02T00:00:00.000","51","SDN","LEXUS","P","61090","21690","62250","20240121.0","110","110","114","939911","0114","0000","0322P",,"Q","F","126-01","ROOSEVELT AVE",,"0","408","C3",,"BBBBBBB","ALL","ALL","TAN","0","2004","-","0",,,,,
"1307575810","KWF8338","NY","PAS","2022-06-09T00:00:00.000","20","SDN","NISSA","P","21690","8590","8690","20240403.0","110","110","110","963177","0110","0000","0208P",,"Q","F","35-01","126 ST",,"0","408","D",,"BBBBBBB","ALL","ALL","BLUE","0","2020","-","0",,,,,
"1307575845","JLG3449","NY","PAS","2022-06-20T00:00:00.000","51","SUBN","GMC","P","0","0","0","20231118.0","110","110","110","969119","0110","0000","0210P",,"Q","O",,"BOAT BASIN","SHEA REAF","0","408","F1",,"BBBBBBB","ALL","ALL","BLACK","0","2020","-","0",,,,,
"1307575882","GNT2987","NY","PAS","2022-06-10T00:00:00.000","14","SDN","CHEVR","P","0","0","0","20220930.0","110","110","44","962306","0044","0000","0130P",,"Q",,,"ORLEA RD","BOAT BASIN PL","0","408","C",,"BBBBBBB","ALL","ALL","WHT","0","2020","-","0",,,,,
"1307576400","KFS2660","NY","PAS","2022-06-10T00:00:00.000","20","SDN","ACURA","P","0","40404","40404","20220924.0","110","110","114","939911","0114","0000","1224P",,"Q","O","41","SEAVER WAY",,"0","408","E3",,"BBBBBBB","ALL","ALL","WH","0","2020","-","0",,,,,
"1307576424","JLV2468","NY","PAS","2022-06-10T00:00:00.000","46","VAN","NISSA","P","21690","35780","64890","20230929.0","110","110","114","939911","0114","0000","1040A",,"Q","F","126-02","126 ST",,"0","408","D",,"BBBBBBB","ALL","ALL","GR","0","1998","-","0",,,,,
"1307576473","HTY3655","NY","PAS","2022-06-09T00:00:00.000","20","SDN",,"P","21640","40404","40404","20231017.0","110","110","110","963177","0110","0000","0225P",,"Q","F","35-01","125 ST",,"0","408","E3",,"BBBBBBB","ALL","ALL","RED","0","0","-","0",,,,,
"1307576539","HJP6180","NY","PAS","2022-06-01T00:00:00.000","51","SUBN","BMW","P","0","40404","40404","20220726.0","110","110","114","939911","0114","0000","1148A",,"Q","F","41","SEAVER WAY",,"0","408","E3",,"BBBBBBB","ALL","ALL","GY","0","2005","-","0",,,,,
"1334846881","KTL4896","99","PAS","2022-06-08T00:00:00.000","68","SUBN","HONDA","P","0","40404","40404","20230312.0","0023","23","976","100770","0976","0000","0815A",,"NY","F","1901","1 ST AVE",,"0","408","A1",,"BBBBBBB","ALL","ALL","GREY","0","2007","-","0",,,,,
"1334847009","K38PVG","NJ","PAS","2022-06-13T00:00:00.000","68","SUBN","VOLKS","P","10010","18910","18950","0.00000000","0023","23","976","101820","0976","0000","0230P",,"NY","F","1901","FIRST AVE",,"0","408","D5",,"BBBBBBB","ALL","ALL","BLUE","0","0","   -","0",,,,,
"1344834978","KWS4784","NY","PAS","2022-07-01T00:00:00.000","20","SDN","CHEVR","B","0","0","0","0.00000000","109","109","0","570968","0BWB","0000","1142P",,"Q","F",,"N/S 3RD AVE","WHITESTONE EXPRESSWA","0","408","F1",,"BBBBBBB","ALL","ALL","WH","0","2008","-","0",,,,,
"1366285700","KLK2393","NY","PAS","2022-06-27T00:00:00.000","99","FREI",,"P","59275","42950","35780","20230506.0","107","107","107","955477","0107","0000","1043P","2200A","Q","F","196-19","POMPEII AVE",,"20220626","408","99",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,
"1366285712","KNN8022","99","PAS","2022-06-27T00:00:00.000","40","SDN","MERCU","P","45390","39300","39250","20240602.0","107","107","107","955477","0107","0000","1056P",,"Q","F","193-27","FOOTHILL AVE",,"0","408","99",,"BBBBBBB","ALL","ALL","GRY","0","2014","-","0",,,,,
"1372162562","KVN1502","NY","PAS","2022-07-05T00:00:00.000","40","SDN","NISSA","P","20190","19590","53790","20240126.0","106","106","106","928492","0106","0000","0220A",,"Q","F","103-44","108 ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","GREY","0","2003","-","0",,,,,
"1372162598","JEV5409","NY","PAS","2022-07-02T00:00:00.000","46","SUBN","CHRYS","P","16590","23390","23590","20221126.0","106","106","106","928492","0106","0000","0155A",,,"F","153-23","80 ST",,"0","408","K6",,"BBBBBBB","ALL","ALL","BLUE","0","2007","-","0",,,,,
"1372828035","KLF2827","NY","PAS","2022-06-14T00:00:00.000","14","SDN","ME/BE","P","10210","18930","18950","20230426.0","0023","23","580","948898","0580","0000","0900A",,"NY","F","1782","3RD AVE",,"0","408","D",,"BBBBBBB","ALL","ALL","GY","0","2013","-","0",,,,,
"1403467183","KLF2160","NY","PAS","2022-07-05T00:00:00.000","71","SUBN",,"P","77030","10920","38190","20230415.0","0069","69","801","951126","0801","0000","0744P",,"K","F","5955","SHORE PKWY",,"0","408","E5",,"BBBBBBB","ALL","ALL","GREY","0","2008","-","0",,,,,
"1403551509","JFP6378","NC","PAS","2022-06-09T00:00:00.000","40","SDN","HONDA","P","28280","35450","23750","20221015.0","120","120","120","968044","0120","0000","1145A",,"R","F","257","FILLMORE ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","WHT","0","2021","-","0",,,,,
"1408213977","KPR2681","NY","PAS","2022-07-03T00:00:00.000","46",,"HONDA","P","0","40404","40404","20230928.0","0048","48","138","940354","0138","0000","0102A","1256A","BX","O","2114","BELMONT PL",,"0","408","F1",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,
"1411069651","KSJ3157","NY","PAS","2022-06-13T00:00:00.000","40","SDN","NISSA","P","0","0","0","20231018.0","0048","48","138","950977","0138","0000","1159A",,"BX",,,"C/O E 179","MOHEGAN AVE","0","408","F2",,"BBBBBBB","ALL","ALL","SILVE","0","2007","-","0",,,,,
"1411069663","LWB4467","PA","PAS","2022-06-17T00:00:00.000","46","SDN","HONDA","P","55220","74370","0","0.00000000","0047","47","138","950977","0138","0000","1236P",,"BX",,,"OGDEN AVE","W 171 ST","0","408","E2",,"BBBBBBB","ALL","ALL","BLUE","0","0","-","0",,,,,
"1412739883","GVS8377","NY","PAS","2022-06-24T00:00:00.000","46","SUBN","GMC","P","64220","40404","40404","20221225.0","0043","43","808","958360","0808","0000","0911P",,"BX","F","723","SEWARD AVE",,"0","408","C4",,"BBBBBBB","ALL","ALL","BLACK","0","2015","-","0",,,,,
"1412740010","HVF2193","NY","PAS","2022-06-24T00:00:00.000","46","SUBN","ACURA","P","64220","40404","40404","20231015.0","0043","43","808","958360","0808","0000","0919P",,"BX","F","719","SEWARD AVE",,"0","408","F1",,"BBBBBBB","ALL","ALL","WHITE","0","2004","-","0",,,,,
"1413271753","LXE4875","PA","PAS","2022-05-06T00:00:00.000","17","SDN",,"W","59330","58330","44930","0.00000000","0090","90","1","825541","0001","0000","1219P",,"K","F","151","MAUJER ST",,"0","408","C4",,"BBBBBBB","0800A","0400P",,"0","0","-","0",,,,,
"1413271790","GKF2501","NY","PAS","2022-05-03T00:00:00.000","17","SUBN","HONDA","W","59330","58330","44930","20230828.0","0090","90","1","825541","0001","0000","0144A",,"K","F","151","MAUJER ST",,"0","408","C4",,"YYYYYBB","0800A","0400P","GRAY","0","2005","-","0",,,,,
"1414328084","KST6089","NY","PAS","2022-06-26T00:00:00.000","53","SUBN","ACURA","K","0","0","0","20240109.0","122","122","5","168170","0005","0000","0426P",,"R",,,"SMITH BROWN","LOT Z","0","408","D",,"BBBBBBB","ALL","ALL","SIL","0","2022","-","0",,,,,
"1414328096","KMG1797","NY","999","2022-06-26T00:00:00.000","53","SDN","TOYOT","K","48502","0","0","0.00000000","122","122","5","160110","0005","0000","0438P",,"R",,,"SOUTH BEACH","LOT 2","0","408","E7",,"BBBBBBB","ALL","ALL","WHT","0","0","-","0",,,,,
"1418339544","KXM1513","NY","999","2022-07-04T00:00:00.000","98","SDN","HONDA","P","40620","40404","40404","0.00000000","0049","49","47","982861","0047","0000","0915A",,"BX",,"3504","HONE",,"0","408","E2",,"BBBBBBB","ALL","ALL","SIL","0","0","-","0",,,,,
"1418339556","KLE5661","NY","999","2022-07-04T00:00:00.000","98","SDN","DODGE","P","40620","40404","40404","0.00000000","0047","47","47","942899","0047","0000","0711P",,"BX","F","3521","HONE AVE",,"0","408","F2",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,
"1419326065","JBB4899","NY","PAS","2022-07-01T00:00:00.000","67","SDN","MERCU","P","13880","36080","36130","20220927.0","0067","67","67","957766","0067","0000","0948P",,"K","F","2808","AVE D",,"0","408","E2",,"BBBBBBB","ALL","ALL","GY","0","2008","-","0",,,,,
"1422792377","JGG3719","NY","PAS","2022-06-19T00:00:00.000","46","SDN","ACURA","P","0","0","0","20230307.0","0043","43","43","954151","0043","0000","0545P",,"BX","F",,"175RD ST","SHERIDAN BLVD","0","408","J6",,"BBBBBBB","ALL","ALL","WHITE","0","2016","-","0",,,,,
"1424921442","MD93858","NY","PAS","2022-06-27T00:00:00.000","98","SDN","BMW","P","17690","23140","23290","20231201.0","107","107","107","963633","0107","0000","1000P",,"Q","F","148-45","87 RD",,"0","408","K6",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,
"1425871859","GKZ4808","NY","PAS","2022-07-09T00:00:00.000","40","SUBN","TOYOT","P","27330","41320","12520","20231017.0","0048","48","48","962940","0048","0000","0130A","0125A","BX","F","625","E 189 ST",,"0","408","I3",,"YYYYYYY","1200A","1200A","WHITE","0","2019","-","0",,,,,
