Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8904445425,KYN5086,NY,PAS,10/14/2022,14,SUBN,GMC,T,8480,0,0,20240808,72.0,72,72,366492,T302,Q,0842A,,K,I,S,38th St,10ft E/of 4th Ave,0,408,C,,YYYYYYY,,,GY,,2019,,0,50,14-No Standing,,,
9010795822,ACD4669,NY,PAS,09/28/2022,46,4DSD,CHEVR,T,5630,5780,5880,20230413,78.0,78,78,347585,T302,D,1125A,,K,O,500,5th St,,0,408,F1,,YYYYYYY,,,BL,,2008,,0,59,46A-Double Parking (Non-COM),,,
4789606650,EVA4258,NY,PAS,08/02/2022,36,SUBN,MAZDA,V,0,0,0,0,,0,0,0,,,0315P,,BX,,,NB RIVERDALE AVE @ I,RWIN AVE,0,1180,B,T,,,,RD,,2009,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4810588427,KWM6992,NY,PAS,11/06/2022,36,SUBN,MAZDA,V,0,0,0,0,,0,0,0,,,1242P,,ST,,,WB HYLAN BLVD @ LUTE,N AVE,0,1180,B,T,,,,BK,,2008,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4791224190,KDP5666,NY,PAS,08/09/2022,36,4DSD,HONDA,V,0,0,0,0,,0,0,0,,,0512P,,BK,,,WB CONDUIT BLVD @ LI,NCOLN AVE,0,1180,B,T,,,,GY,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
1482381849,AW433X,NJ,PAS,08/16/2022,6,TR,INTER,P,64790,21520,21620,20220228,113.0,113,113,941786,0113,0000,1110P,,Q,O,123-11,SUTPHIN BLVD,,0,408,K6,,YYYYYYY,0900P,0500A,WH,0.0,2016,-,0,,,,,
2006242623,JPS6813,NY,PAS,08/01/2022,21,SUBN,AUDI,S,13430,77730,51030,0,84.0,84,0,610363,KN02,,0157A,00000,Kings,F,315,ATLANTIC AVENUE,,0,408,d1,,Y Y Y,1200A,0300A,BK,,0,,0,,No Parking Street Cleaning,,,
9004422365,57307MN,NY,COM,09/02/2022,20,DELV,FRUEH,T,34790,10910,11010,20231130,18.0,18,18,367982,T106,O,1113A,,NY,F,465,W 51st St,,0,408,D,, YYYYYY,1200A,0600P,WH,,2010,,0,07,20-No Parking (Com Plate),,,
4800946955,HWF9753,NY,PAS,09/19/2022,36,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,0524P,,BK,,,EB CONDUIT BLVD @ GL,ENMORE AVE,0,1180,B,T,,,,GY,,2012,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8977519032,BC04801,CT,999,12/27/2022,46,4DSD,HONDA,T,25130,40930,18950,88888888,71.0,71,71,374571,T302,S,0616P,,K,F,2155,Caton Ave,,0,408,F1,,YYYYYYY,,,BLACK,,0,,0,C,46A-Double Parking (Non-COM),,,
1488568108,85325ML,NY,COM,12/19/2022,46,VAN,FORD,P,15710,35610,35630,20221231,24.0,24,24,946046,0024,0000,0123P,,NY,F,670,COLUMBUS AVE,,0,408,F1,,BBBBBBB,ALL,ALL,WH,0.0,2019,-,0,,,,,
8985939452,KNG1587,NY,PAS,10/05/2022,40,SUBN,JEEP,T,50870,70330,18950,20230531,75.0,75,75,370262,T302,J,0126P,,K,O,1490,Hornell Loop,,0,408,E2,,YYYYYYY,,,BK,,2017,,3,75,40-Fire Hydrant,,,
8891249660,QAN849,SC,PAS,10/08/2022,40,4DSD,MAZDA,T,55130,58490,20940,20230888,102.0,102,102,355119,T402,X,0557A,,Q,F,115-19,Mayfair Rd,,0,408,E2,,YYYYYYY,,,GREY,,0,,2,J,40-Fire Hydrant,,,
2007468890,3576ZF,ME,PAS,08/11/2022,21,SUBN,FORD,S,31120,26250,26280,0,40.0,40,0,637002,BX01,,1015A,00000,Bronx,F,677,ELTON AVENUE,,0,408,d1,,Y  Y,0900A,1130A,GR,,0,,0,,No Parking Street Cleaning,,,
4804972651,BE06056,CT,PAS,10/08/2022,36,CP,CHEVR,V,0,0,0,0,,0,0,0,,,1142A,,QN,,,SB QUEENS BLVD @ 77T,H AVE,0,1180,B,T,,,,,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
9029805535,3264496,IN,PAS,01/21/2023,84,TRAC,FRUEH,T,13610,35950,14210,88888888,24.0,24,24,363976,T103,D,0742A,,NY,O,2828,Broadway,,0,408,K7,,YYYYYYY,,,WHITE,,0,,0,16,84-Platform lifts in low posit,,,
8887291706,KVN3257,NY,PAS,01/12/2023,71,4DSD,NISSA,T,23790,19990,20140,20240303,103.0,103,103,370884,T402,P,0251P,,Q,F,107-23,157th St,,0,408,J6,,YYYYYYY,,,WH,,0,,0,E,71A-Insp Sticker Expired (NYS),,,
2008744280,JFC4399,NY,PAS,10/21/2022,21,SUBN,MERCU,S,8480,5430,5580,20240213,72.0,72,0,685742,KS07,,0217A,00000,Kings,O,427,38 STREET,,0,408,d1,, Y  Y,1200A,0300A,GY,,2007,,0,,No Parking Street Cleaning,,,
8893633681,SPRNG71,NY,COM,07/28/2022,82,PICK,NISSA,T,19250,0,0,20230131,23.0,23,23,371720,T103,R,0234P,,NY,I,N,E 115th St,7ft W/of 3rd Ave,0,408,K1,,YYYYYYY,,,GY,,2019,,0,33,82-Unaltered Commerc Vehicle,,,
4791625432,KXW0603,PA,PAS,08/09/2022,36,SW,GMC,V,0,0,0,0,,0,0,0,,,0948A,,ST,,,NB FRONT ST @ WATER,ST,0,1180,B,T,,,,,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4818835055,HXL1087,NY,PAS,12/21/2022,36,4DSD,AUDI,V,0,0,0,0,,0,0,0,,,0350P,,BK,,,WB BERGEN ST @ CLASS,ON AVE,0,1180,B,T,,,,BK,,2018,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8875125806,57480MN,NY,COM,06/28/2022,16,VAN,FORD,T,15420,23190,21790,20240228,6.0,6,6,373153,T102,X,0218P,0137P,NY,F,43,Clarkson St,,0,408,K2,, YYYYY,0800A,1000P,WH,,2019,,0,49,16-No Std (Com Veh) Com Plate,,,
4790784307,KEM7505,NY,PAS,08/02/2022,36,SUBN,KIA,V,0,0,0,0,,0,0,0,,,0957P,,QN,,,WB SEAGIRT BLVD @ B,11TH ST,0,1180,B,T,,,,BK,,2021,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4813698293,KUP9219,NY,PAS,11/24/2022,36,4DSD,BMW,V,0,0,0,0,,0,0,0,,,0558P,,BK,,,WB N. CONDUIT BLVD @, 76TH ST,0,1180,B,T,,,,WH,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
2007184461,0529467,ME,PAS,08/03/2022,66,SEMI,OTHER,S,0,0,0,0,90.0,90,0,0,KN01,,0137A,00000,Kings,,,S/S of KENT AVENUE 0,' W/O RODNEY STREET,0,408,k4,,,,,WH,,0,,0,,Detached Trailer,,,
4795517022,KEV1274,NY,PAS,08/25/2022,36,SUBN,ACURA,V,0,0,0,0,,0,0,0,,,1040P,,BX,,,EB BRUCKNER BLVD @ E,DISON AVE,0,1180,B,T,,,,RD,,2011,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4808226819,KNW5771,NY,PAS,10/24/2022,36,4DSD,BMW,V,0,0,0,0,,0,0,0,,,1112P,,ST,,,SB MAGUIRE AVE @ SAG,ONA CT,0,1180,B,T,,,,WH,,2003,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8568343302,71268NB,NY,COM,07/29/2022,14,VAN,FORD,T,34650,10510,13610,20231031,14.0,14,14,364012,T106,L,0209P,,NY,F,123,W 44th St,,0,408,C,,YYYYYYY,,,WH,,2021,,0,1002,14-No Standing,,,
4812486506,HAR4479,NY,PAS,11/17/2022,36,SUBN,KIA,V,0,0,0,0,,0,0,0,,,0302P,,BX,,,EB ALLERTON AVE @ MI,CKLE AVE,0,1180,B,T,,,,GY,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4819625792,HJX1287,NY,PAS,12/27/2022,36,4DSD,ME/BE,V,0,0,0,0,,0,0,0,,,0758P,,BK,,,SB PENNSYLVANIA AVE,@ SCHROEDERS AVE,0,1180,B,T,,,,WH,,2020,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4809552950,KTB8990,NY,PAS,10/29/2022,36,SUBN,BMW,V,0,0,0,0,,0,0,0,,,0804P,,QN,,,WB ATLANTIC AVE @ 11,8TH ST,0,1180,B,T,,,,WH,,2022,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8778345601,KDK1660,NY,PAS,08/19/2022,40,4DSD,LEXUS,T,9940,0,0,20220625,108.0,108,108,368577,T401,X,0943A,,Q,I,N,44th Ave,20ft E/of 10th St,0,408,E2,,YYYYYYY,,,BK,,2017,,0,S,40-Fire Hydrant,,,
5125119787,T659049C,NY,OMT,12/26/2022,7,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,0412A,,BX,,,3RD AVE (S/B) @ E 13,5TH ST,0,1111,D,T,,,,BK,,2015,,0,,FAILURE TO STOP AT RED LIGHT,,,
9000469466,T785078C,NY,OMT,07/22/2022,21,4DSD,HYUND,T,28440,15620,57320,20230331,47.0,47,47,366457,T201,A,0957A,,BX,F,964,E 227th St,,0,408,D1,,     Y,0930A,1100A,GY,,2019,,0,19,21-No Parking (street clean),,,
4805397652,KEW4415,NY,PAS,10/10/2022,36,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,0641A,,BX,,,NB BRONX BLVD @ ROSE,WOOD ST,0,1180,B,T,,,,BK,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
9023044678,KLH2771,NY,PAS,12/30/2022,74,SUBN,HONDA,T,53790,20840,20940,20230326,106.0,106,106,365926,T402,C,0929A,,Q,F,115-10,Liberty Ave,,0,408,J2,,YYYYYYY,,,BLUE,,2018,,0,38,74A-Improperly Displayed Plate,,,
8985715380,XDBY92,NJ,PAS,08/02/2022,20,PICK,GMC,T,45090,10510,32685,20228888,6.0,6,6,370812,T105,G,0143P,,NY,F,206,W Houston St,,0,408,D,, YYYYY,0800A,0400P,WHITE,,0,,0,052,20-No Parking (Com Plate),,,
2007080436,10AMMX,FL,PAS,07/15/2022,21,2DSD,BMW,S,62430,51530,23930,0,90.0,90,0,687745,KN01,,1023A,00000,Kings,O,211,MONTROSE AVENUE,,0,408,d1,, Y  Y,0930A,1100A,GY,,0,,0,,No Parking Street Cleaning,,,
9010965089,HAB7869,NY,PAS,10/01/2022,14,4DSD,INFIN,T,17240,0,0,20230719,102.0,102,102,368499,T402,F,0211P,,Q,I,S,85th Dr,1ft W/of 143rd St,0,408,C,,YYYYYYY,,,GY,,2013,,0,11,14-No Standing,,,
8785534950,31810MN,NY,COM,09/20/2022,18,DELV,FRUEH,T,10010,18430,18450,20230731,19.0,19,19,365850,T103,CC,0725A,,NY,F,1356,1st Ave,,0,408,F4,, YYYYY,0700A,1000A,WH,,2020,,0,05,18-No Stand (bus lane),,,
4025966943,KVF3351,NY,PAS,08/22/2022,5,SUBN,HYUND,V,0,0,0,0,,0,0,0,,,0159P,,MN,,,WB W 14TH STREET @ 6,TH AVE,0,1111,C,T,,,,BK,,2020,,0,,BUS LANE VIOLATION,,,
4811314670,ZFK0478,PA,PAS,11/10/2022,36,TK,GMC,V,0,0,0,0,,0,0,0,,,0343P,,BK,,,SB ADAMS ST @ JOHNSO,N ST,0,1180,B,T,,,,,,2004,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8827597920,KUB5702,NY,PAS,12/22/2022,14,SUBN,NISSA,T,53620,0,0,20231205,110.0,110,110,363042,T401,M,0643A,,Q,I,E,Lewis Ave,15ft N/of 101st St,0,408,C,,YYYYYYY,,,GY,,2015,,0,T,14-No Standing,,,
5123922878,SLH1214,NY,SRF,10/15/2022,7,SUBN,CHEVR,V,0,0,0,0,,0,0,0,,,0520P,,QN,,,BEACH CHANNEL DR (W/,B) @ B 140TH ST,0,1111,D,T,,,,GR,,1999,,0,,FAILURE TO STOP AT RED LIGHT,,,
8874836296,AL48959,AZ,PAS,07/11/2022,14,VAN,FORD,T,14630,92430,34830,88888888,61.0,61,61,371772,T302,E,0317P,,K,O,345,Avenue U,,0,408,C,,YYYYYYY,,,WHITE,,0,,0,33,14-No Standing,,,
8930984940,KVD5711,NY,PAS,08/17/2022,31,4DSD,ME/BE,T,34590,10610,10810,20240316,14.0,14,14,370877,T106,X,0527P,,NY,F,230,W 41st St,,0,408,L3,, YYYYY,0700A,0600P,GY,,2006,,0,99,31-No Stand (Com. Mtr. Zone),,,
9025829260,KEP4405,NY,PAS,12/29/2022,40,SUBN,NISSA,T,35680,0,0,20240831,70.0,70,70,331245,T302,L,0529A,,K,I,W,E 19th St,80ft N/of Glenwood R,0,408,E2,,YYYYYYY,,,GY,,2019,,0,R,40-Fire Hydrant,,,
8836141493,Z32NYX,NJ,PAS,11/03/2022,21,SUBN,CHRYS,T,93230,41930,77530,88888888,79.0,79,79,367373,T301,G,0910A,,K,F,339,Willoughby Ave,,0,408,D1,, Y  Y,0830A,1000A,BLACK,,0,,0,09,21-No Parking (street clean),,,
4785618462,CYN6974,NY,PAS,07/05/2022,36,SUBN,JEEP,V,0,0,0,0,,0,0,0,,,0234P,,QN,,,NB CROSS BAY BLVD @,149TH AVE,0,1180,B,T,,,,GY,,2014,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4818855455,KGH3917,NY,PAS,12/22/2022,36,SUBN,HYUND,V,0,0,0,0,,0,0,0,,,0913A,,ST,,,WB TYSENS LN @ ISORA, PL,0,1180,B,T,,,,BK,,2021,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
9009296933,KWT3333,NY,PAS,09/30/2022,74,2DSD,BMW,T,41340,0,0,20240221,109.0,109,109,358175,T401,L,0955A,,Q,I,N,Dahlia Ave,100ft E/of Main St,0,408,J2,,YYYYYYY,,,GY,,2015,,0,Y,74-Missing Display Plate,,,
4792998384,T665847C,NY,OMT,08/16/2022,36,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,0513A,,ST,,,NB JEWETT AVE @ MAIN,E AVE,0,1180,B,T,,,,WH,,2013,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8867148655,XLXN88,NJ,PAS,07/01/2022,21,SUBN,CHEVR,T,10410,19290,19310,88888888,23.0,23,23,357737,T103,J,1015A,,NY,F,1451,5th Ave,,0,408,D1,,  Y  Y,0930A,1100A,BLACK,,0,,0,34,21-No Parking (street clean),,,
2010010553,KXM4881,NY,PAS,01/13/2023,21,4DSD,TOYOT,S,0,0,0,20240908,50.0,50,0,540113,BX08,,1214P,00000,Bronx,F,3384,FT INDEPENDENCE STRE,ET,0,408,d1,,    Y,1130A,0100P,TN,,1997,,0,,No Parking Street Cleaning,,,
4791926500,KUT4300,NY,PAS,08/12/2022,36,SUBN,LEXUS,V,0,0,0,0,,0,0,0,,,1030A,,BX,,,SB BRUCKNER BLVD @ H,OLLYWOOD AVE,0,1180,B,T,,,,GY,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
1484766301,EHR5833,MI,PAS,11/06/2022,14,SUBN,VOLKS,P,20530,5080,5230,20221106,76.0,76,76,972403,0076,0000,0905P,,K,F,365,BOND ST,,0,408,E3,,BBBBBBB,ALL,ALL,WH,0.0,0,-,0,,,,,
4823114024,EKP5804,NY,PAS,01/16/2023,36,SUBN,JEEP,V,0,0,0,0,,0,0,0,,,0103P,,BX,,,EB JOHNSON AVE @ IRW,IN AVE,0,1180,B,T,,,,GR,,2012,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
9004695473,KTK8662,NY,PAS,08/22/2022,37,4DSD,KIA,T,25590,78820,56890,20240420,43.0,43,43,372261,T201,K,0111P,1254P,BX,O,1490,East Ave,,0,408,H1,, YYYYYY,0900A,0700P,RD,,2018,222227,0,03,37-Expired Parking Meter,,,
4789661386,KSE7223,NY,PAS,07/28/2022,36,SUBN,CHEVR,V,0,0,0,0,,0,0,0,,,0436P,,BK,,,SB CONEY ISLAND AVE,@ GRAVESEND NECK RD,0,1180,B,T,,,,OR,,2022,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
1489037706,KTX7190,NY,PAS,10/06/2022,46,SDN,ACURA,P,31520,57320,40620,20240223,49.0,49,49,967850,0049,0000,0550A,,,O,1004,ESPLANADE,,0,408,E2,,BBBBBBB,ALL,ALL,WHITE,0.0,0,-,0,,,,,
8858480387,HSC8071,NY,PAS,07/05/2022,21,SUBN,JEEP,T,8640,0,0,20230527,114.0,114,114,371224,T401,P,1147A,,Q,I,E,35th St,50ft S/of 36th Ave,0,408,D1,,  Y  Y,1130A,0100P,GY,,2014,,0,27-A,21-No Parking (street clean),,,
4823074014,TWU1418,VA,PAS,01/14/2023,36,4D,HONDA,V,0,0,0,0,,0,0,0,,,1003P,,BK,,,WB LINDEN BLVD @ LIN,COLN AVE,0,1180,B,T,,,,BLK,,2018,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4792998189,HRF1406,NY,PAS,08/16/2022,36,SUBN,JEEP,V,0,0,0,0,,0,0,0,,,0510A,,QN,,,WB NORTHERN BLVD @ 2,48TH ST,0,1180,B,T,,,,GY,,2020,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4798234357,DL44243,IL,PAS,09/02/2022,36,SEDA,AUDI,V,0,0,0,0,,0,0,0,,,0315P,,QN,,,WB NORTHERN BLVD @ 9,5TH ST,0,1180,B,T,,,,,,2010,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4818826479,FMC3236,NY,PAS,12/21/2022,36,4DSD,SUBAR,V,0,0,0,0,,0,0,0,,,1156A,,QN,,,SB FRANCIS LEWIS BLV,D @ 114TH DR,0,1180,B,T,,,,BL,,2011,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
9015988389,KFS1940,NY,PAS,11/04/2022,38,4DSD,NISSA,T,0,40404,40404,20221005,108.0,108,108,356513,T401,I,0952A,,Q,I,,Sunnyside Lot,,0,408,H1,, YYYYYY,0700A,1000P,GY,,2017,427510,0,38-A,38-Failure to Dsplay Meter Rec,,,
8854512862,47970MN,NY,COM,08/11/2022,42,VAN,CHEVR,T,23390,0,0,20230930,13.0,13,13,374540,T102,M,0517P,0456P,NY,I,E,Irving Pl,20ft N/of E 14th St,20220811,408,H1,, YYYYYY,0700A,0700P,WH,,2019,103474,0,99,42-Exp Meter (Com Zone),,,
9019115212,16755NA,NY,COM,11/14/2022,19,VAN,WORKH,T,54580,9140,61090,20240731,109.0,109,109,362541,T401,R,0300P,,Q,F,39-06,Main St,,0,408,C3,,YYYYYYY,,,WH,,2005,,0,50-A,19-No Stand (bus stop),,,
4804067474,KYN4884,NY,PAS,10/03/2022,36,4DSD,ME/BE,V,0,0,0,0,,0,0,0,,,0612A,,BX,,,NB RIVERDALE AVE @ I,RWIN AVE,0,1180,B,T,,,,GY,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
9010315113,NTY551,SC,PAS,09/27/2022,37,SUBN,GMC,T,19450,10410,25390,20220788,25.0,25,25,370318,T103,P,0103P,1249P,NY,F,10,E 125th St,,0,408,H1,, YYYYYY,0730A,0700P,SILVE,,0,111936,0,40,37-Expired Parking Meter,,,
4810224156,BB520X,NY,PAS,11/03/2022,36,4DSD,CHEVR,V,0,0,0,0,,0,0,0,,,0847A,,BK,,,WB NEPTUNE AVE @ W 1,2TH ST,0,1180,B,T,,,,BK,,2003,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8961089225,KVT3825,NY,PAS,08/19/2022,74,4DSD,INFIN,T,23020,25830,25860,20240320,40.0,40,40,358632,T201,O,0807A,,BX,F,283,Cypress Ave,,0,408,J2,,YYYYYYY,,,GY,,2015,,0,40,74-Missing Display Plate,,,
4820465284,DV17412,MD,PAS,12/30/2022,36,TK,DODGE,V,0,0,0,0,,0,0,0,,,0238P,,BK,,,SB OCEAN PKWY @ DITM,AS AVE,0,1180,B,T,,,,,,2009,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4817999251,KYT5932,NY,PAS,12/19/2022,36,SUBN,DODGE,V,0,0,0,0,,0,0,0,,,1020A,,BX,,,SB BRUSH AVE @ LAFAY,ETTE AVE,0,1180,B,T,,,,GY,,2020,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8841830748,16165MC,NY,COM,01/23/2023,38,VAN,CHEVR,T,59990,0,0,88888888,112.0,112,112,359632,T402,F,1036A,,Q,I,S,Queens Blvd,60ft W/of 70th Ave,0,408,H1,, YYYYYY,0830A,0700P,WHITE,,2011,406608,0,05,38-Failure to Dsplay Meter Rec,,,
9030685270,38451MN,NY,COM,01/24/2023,78,VAN,FRUEH,T,59430,94530,54050,20231130,61.0,61,61,356960,T802,B,1000P,,K,F,1963,McDonald Ave,,0,408,K6,,YYYYYYY,0900P,0500A,YW,,2014,,0,SPCL,78-Nighttime PKG on Res Street,,,
8874427293,KWW5667,NY,PAS,07/12/2022,74,SUBN,GMC,T,10410,10410,25390,20240623,23.0,23,23,373703,T103,JJ,0321P,,NY,O,1150,5th Ave,,0,408,J2,,YYYYYYY,,,BK,,2007,,0,18,74-Missing Display Plate,,,
8696685817,E86HHK,NJ,PAS,07/02/2022,37,SUBN,FORD,T,18270,25390,27790,88888888,19.0,19,19,370837,T103,S,0204P,1258P,NY,F,29,E 64th St,,0,408,H1,, YYYYYY,0900A,0700P,BLUE,,0,102297,0,08,37-Expired Parking Meter,,,
4786265469,KRN5242,NY,PAS,07/06/2022,36,4DSD,HYUND,V,0,0,0,0,,0,0,0,,,0735A,,ST,,,EB AMBOY RD @ CHISHO,LM ST,0,1180,B,T,,,,GY,,2021,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4797562602,HFY3455,NY,PAS,09/04/2022,36,SUBN,JEEP,V,0,0,0,0,,0,0,0,,,0757P,,QN,,,NB KISSENA BLVD @ ME,LBOURNE AVE,0,1180,B,T,,,,GY,,2021,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
9017817380,CDD3011,NY,PAS,11/28/2022,21,SUBN,ME/BE,T,34130,78130,78230,20241118,90.0,90,90,356185,T301,F,0911A,,K,F,728,Driggs Ave,,0,408,D1,, Y  Y,0800A,0930A,BK,,2020,,0,14,21-No Parking (street clean),,,
8961583049,LYG6138,PA,PAS,01/17/2023,38,4DSD,CHRYS,T,73970,78490,23800,88888888,43.0,43,43,373770,T201,P,1235P,,BX,F,1470,West Ave,,0,408,H1,, YYYYYY,0900A,0700P,WHITE,,0,202714,0,05,38-Failure to Dsplay Meter Rec,,,
8956683050,XJPX64,NJ,PAS,10/04/2022,20,VAN,FORD,T,34110,10610,10810,88888888,10.0,10,10,370317,T102,M,0241P,,NY,O,248,W 17th St,,0,408,D,, YYYYY,0800A,0600P,SILVE,,0,,0,26,20-No Parking (Com Plate),,,
4027955195,Y202485C,NY,OMT,12/21/2022,5,TAXI,TOYOT,V,0,0,0,0,,0,0,0,,,1029A,,MN,,,NB 3RD AVE @ E 48TH,ST,0,1111,C,T,,,,YW,,2018,,0,,BUS LANE VIOLATION,,,
4815655716,KSE7034,NY,PAS,12/04/2022,36,SUBN,HONDA,V,0,0,0,0,,0,0,0,,,0244P,,QN,,,WB ASTORIA BLVD N @,42ND ST,0,1180,B,T,,,,RD,,2021,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4796167742,1272VT,SC,PAS,08/27/2022,36,VN,DODGE,V,0,0,0,0,,0,0,0,,,1155A,,MN,,,WB SOUTH ST @ MONTGO,MERY ST,0,1180,B,T,,,,,,2004,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
2008582577,S40NXX,NJ,PAS,10/13/2022,21,4DSD,LEXUS,S,5580,9730,9780,0,72.0,72,0,686939,KS07,,0755A,00000,Kings,F,6324,5 AVENUE,,0,408,d1,,   Y,0730A,0800A,BK,,0,,0,,No Parking Street Cleaning,,,
4790202550,JAV6666,NY,PAS,08/05/2022,36,SUBN,HONDA,V,0,0,0,0,,0,0,0,,,0604P,,BK,,,NB CROPSEY AVE @ BAY, 47TH ST,0,1180,B,T,,,,WH,,2021,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8795834990,KXL9956,NY,PAS,07/08/2022,70,SUBN,HONDA,T,9140,19740,20190,88888888,115.0,115,115,364871,T401,L,0219A,,Q,O,104-51,39th Ave,,0,408,J3,,YYYYYYY,,,BLACK,,0,,0,J,70-Reg. Sticker Missing (NYS),,,
1487855448,EDP6044,NC,PAS,06/20/2022,21,SDN,HONDA,P,42820,10020,10685,0,50.0,50,50,952616,0050,0.0,1239A,,BX,O,3903,JEROME AVE,,0,408,D1,,YBBBYBB,1200A,0300A,GY,0.0,0,-,0,,,,,
4812591326,LXC3571,PA,PAS,11/18/2022,36,SDN,HONDA,V,0,0,0,0,,0,0,0,,,0222P,,BK,,,WB ATLANTIC AVE @ CL,ASSON AVE,0,1180,B,T,,,,,,2004,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4817416026,JKW2301,NY,PAS,12/15/2022,36,SUBN,KIA,V,0,0,0,0,,0,0,0,,,1157P,,BX,,,NB COMMERCE AVE @ HA,LSEY ST,0,1180,B,T,,,,WH,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
9004140761,8ZZS361,CA,PAS,08/19/2022,40,4DSD,HONDA,T,34980,12330,26230,20230188,66.0,66,66,346022,T302,L,0943A,,K,O,305,E 4th St,,0,408,E2,,YYYYYYY,,,BLACK,,0,,3,S,40-Fire Hydrant,,,
8857197001,HRK6259,NY,PAS,12/17/2022,71,2DSD,FORD,T,34160,40350,33650,20230621,123.0,123,123,359587,T303,A,0855A,,R,F,607,Ionia Ave,,0,408,J6,,YYYYYYY,,,BK,,2017,,0,08-A,71A-Insp Sticker Expired (NYS),,,
9029440831,EXN7927,NY,PAS,01/15/2023,20,SUBN,SUBAR,T,61090,16890,16990,20230723,110.0,110,110,358645,T401,R,0321P,,Q,F,82-16,Roosevelt Ave,,0,408,D,,YYYYYYY,,,GL,,2005,,0,10,20A-No Parking (Non-COM),,,
8894425733,JRY3861,NY,PAS,08/02/2022,70,SUBN,SUBAR,T,9940,15640,15990,20220723,110.0,110,110,349456,T401,YA,1003A,,Q,F,74-32,44th Ave,,0,408,J3,,YYYYYYY,,,WH,,2017,,0,48-P,70A-Reg. Sticker Expired (NYS),,,
4813016420,KTN3166,NY,PAS,11/18/2022,36,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,0955P,,BX,,,SB THIRD AVE @ E 137,TH ST,0,1180,B,T,,,,BK,,2022,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8993323033,KXU9100,NY,PAS,12/19/2022,14,SUBN,TOYOT,T,66835,95030,19530,20240613,94.0,94,94,368497,T301,R,0146P,,K,O,105,N 13th St,,0,408,C,,YYYYYYY,,,GY,,2022,,0,17,14-No Standing,,,
